"i","Result.1","Result.2"
3,0.882765413285233,0.989071746079717
3,0.256931904687081,0.916422281393316
3,0.876933603349607,0.234380187755451
3,0.624119095588103,0.457956900668796
3,0.814433500135783,0.42834122821223
3,0.536477044515777,0.696543966573663
3,0.282940411956515,0.724587312848307
3,0.487863890151493,0.0207842388912104
3,0.507566412433516,0.805948801387567
3,0.247747911096085,0.132894629102666
3,0.73807688847417,0.564651679839008
3,0.576257593603805,0.583621130259708
3,0.791565524062607,0.31118978407234
3,0.906602136858273,0.872234947092365
3,0.91658835105598,0.198820346773136
3,0.996362736269366,0.254113289155066
3,0.956215588771738,0.660614879250061
3,0.987772749238648,0.000988081193063408
3,0.476760087436996,0.397496523647569
3,0.264880036378745,0.224814805376809
3,0.83125141881872,0.748017099555582
3,0.77782859245548,0.169042017047759
3,0.854660303038545,0.241439506532624
3,0.226995967593975,0.590762127295602
3,0.025573826378677,0.441975370761938
3,0.702071292735636,0.183496998718474
3,0.783524545687251,0.495477680263575
3,0.655700331297703,0.414504761155695
3,0.330240323992912,0.55917217158014
3,0.359887191869784,0.102107595936395
3,0.644752299163956,0.71918877275195
3,0.213748601505067,0.95568911889568
3,0.760568086311687,0.940899867489934
3,0.188489680986386,0.213476739861071
3,0.0935719993151724,0.371334283538163
3,0.134446921646595,0.686814604585525
3,0.0646830343082547,0.47482624995755
3,0.490017657484859,0.793906172753777
3,0.15842002103338,0.36988565225387
3,0.233464011715259,0.908616384172346
3,0.208682089380454,0.855584473609924
3,0.842428120777477,0.993203479452059
3,0.427112533436157,0.324402624622453
3,0.89911380036734,0.281740245001856
3,0.319780896005686,0.626867794501595
3,0.941712003822904,0.0612788392743096
3,0.685609556012787,0.208107557625044
3,0.4504368198663,0.129355702695902
3,0.174378898919094,0.549581789469812
3,0.696501519549638,0.977668996809516
3,0.348479069590103,0.0761439703241922
3,0.277658121134155,0.965559869159479
3,0.823459818721749,0.0965835704165511
3,0.939918047741521,0.11764452324016
3,0.524218415138312,0.843676088496577
3,0.391147548344452,0.814146642312408
4,0.943786013300996,0.311429219492711
4,0.00866298462729901,0.611413849478122
4,0.293296721389052,0.541780416572001
4,0.497455324737821,0.669214985840954
4,0.61668395902263,0.984967869641259
4,0.195148049187846,0.964942386194598
4,0.769097345748451,0.843613858015742
4,0.795415151652414,0.94323390732985
4,0.056864108114969,0.71701357524842
4,0.967388812245335,0.651168006625958
4,0.648614845818374,0.0706432534521446
4,0.822684607512783,0.683754989847075
4,0.834097242543939,0.723371746756602
4,0.972642478637863,0.0083733132481575
4,0.085458205062896,0.811296418767888
4,0.182136500563938,0.0890236138971522
4,0.720113975969143,0.529405198784079
4,0.30388014284661,0.169784077154472
4,0.201396773126908,0.782230383346323
4,0.530096109861042,0.0937890835781582
4,0.759326388430782,0.399765905053355
4,0.814356210681144,0.53828328280244
4,0.224061150529888,0.388377194867935
4,0.892932900900487,0.29840971384896
4,0.398860510890372,0.178899044049904
4,0.868955450246576,0.269285920099355
4,0.401073187708389,0.629594305672217
4,0.638137538856827,0.905637482507154
4,0.423286531248596,0.135185943318065
4,0.575776160901878,0.481733275353909
4,0.950636228597723,0.573663877218496
4,0.328684129826725,0.673547011045739
4,0.354962841866072,0.735068515706807
4,0.274850810279604,0.831634406438097
4,0.231302585860249,0.749760528181214
4,0.56295019559795,0.122311643233988
4,0.509392078740057,0.925412767133675
4,0.629857341509778,0.32159669699613
4,0.551401124212425,0.0389582676696591
4,0.462549809338525,0.308885493380949
4,0.996097192019224,0.0570360992965288
4,0.708237462975085,0.414044522286858
4,0.452066420656629,0.590735579684842
4,0.283466255830135,0.649363555114251
4,0.342712149955332,0.63485129744513
4,0.689178533242084,0.515309077072889
4,0.0627514216746204,0.490408179427031
4,0.336728135542944,0.600110338544473
4,0.375754172923043,0.772275895744096
4,0.0219820380746387,0.700353642003611
4,0.675657261798624,0.215516702528112
4,0.925216408057604,0.111303687437903
4,0.259702840987593,0.240814670028631
4,0.9178549054428,0.409072463507764
4,0.14218131774338,0.424419089250732
4,0.841055085046682,0.0107526462897658
4,0.517791486298665,0.856025306959637
4,0.107128521995619,0.224347694457974
4,0.0963823078479618,0.477633902947418
4,0.315528410493862,0.996076909657568
4,0.363299506697804,0.0679554581386037
4,0.857510603719857,0.55271175613394
4,0.384390341085382,0.364078832257073
4,0.410352050866932,0.82578630019445
4,0.659795238086954,0.0462289895280264
4,0.267860779708717,0.755227435261477
4,0.247532620972488,0.250474286596291
4,0.0323926130915061,0.896712761241943
4,0.785554876602255,0.159933045094367
4,0.779926993793342,0.378609184059314
4,0.525085718999617,0.339925785826053
4,0.438076587915421,0.761457280144095
4,0.744982672582846,0.793561585829593
4,0.0472696175216697,0.937810411481187
4,0.900447923901956,0.278521279583219
4,0.735559031192679,0.886060627149418
4,0.938130657824222,0.448159011113457
4,0.0152469618106261,0.568917459105141
4,0.21179130267119,0.282288327764254
4,0.487858749397565,0.340676530022174
4,0.16077169389464,0.863523985452484
4,0.543537462044042,0.235064704087563
4,0.884306154556107,0.918590028216131
4,0.987536562550813,0.0239256251277402
4,0.666425933830906,0.432074522781186
4,0.596061049972195,0.954080570647493
4,0.174639048173558,0.806828552205116
4,0.479859194848686,0.500856390804984
4,0.131774025449995,0.69882420563139
4,0.112466122223996,0.109401308142114
4,0.129790599944536,0.35312410273822
4,0.805590227604844,0.45793758564163
4,0.447003858797252,0.977259706938639
4,0.601666928930208,0.870925567001104
4,0.0760268842522055,0.464700013524853
4,0.870376815055497,0.585528973771725
4,0.71463043422671,0.207766633625142
4,0.697178615999874,0.196697002833243
4,0.584198193624616,0.149060813472606
4,0.151585426060483,0.180983360901009
5,0.280701619316824,0.380327382958494
5,0.970337034754921,0.368991116485558
5,0.0991506640473381,0.530933134132065
5,0.0672720188344829,0.780831448936369
5,0.300824950132519,0.681354799021501
5,0.609046795847826,0.450177498594858
5,0.0469176778988913,0.571648046737537
5,0.686273367130198,0.750603369018063
5,0.291817198970821,0.93526662041666
5,0.421996721629985,0.521482272865251
5,0.315108402203769,0.944097777679563
5,0.52479899201775,0.716569766940083
5,0.271337796493899,0.11704274748452
5,0.250185713162646,0.0255630167853087
5,0.452762604388408,0.988048431456555
5,0.622204302053433,0.399248492838815
5,0.983348460781854,0.629840625380166
5,0.489419000144117,0.89591751037864
5,0.0870226129400544,0.923641397561878
5,0.933463266501203,0.723423924194649
5,0.564753074068576,0.843160108597949
5,0.330187710677274,0.809449924603105
5,0.788326200493611,0.442154801974539
5,0.913091271733865,0.238399996978696
5,0.69963616968831,0.506086701888125
5,0.139570450773463,0.21941399527248
5,0.757189412643202,0.104332766670268
5,0.651304276273586,0.703144576605409
5,0.203287099362351,0.952853309407365
5,0.514544273177162,0.59115819113329
5,0.947886300496757,0.172261023300234
5,0.764765175420325,0.905736887534149
5,0.774745159749873,0.427758022204507
5,0.170910094056744,0.167333377674222
5,0.118622355735861,0.323378933859058
5,0.702906477211509,0.256426212876104
5,0.323127790121362,0.187678853254765
5,0.804724868978374,0.193149399443064
5,0.499666863789316,0.634431073439773
5,0.848829075188842,0.762962785798591
5,0.126597747926135,0.221149712421466
5,0.341324420273304,0.645159558500163
5,0.817095673813019,0.731710096749011
5,0.0395183605095372,0.47916458836291
5,0.956124153486453,0.604876411205623
5,0.168917975293007,0.494627102301456
5,0.35057397415163,0.837248888416216
5,0.0701296875206754,0.0845177155267447
5,0.597496392061003,0.135035366090015
5,0.224247663731221,0.319104049433954
5,0.158545257891528,0.542159105162136
5,0.240109417662025,0.973983634747565
5,0.398945298418403,0.411456099769566
5,0.410353662006091,0.0947425610735081
5,0.735244670298416,0.565886288576294
5,0.479660772415809,0.0356620839633979
5,0.46834912356222,0.961933463083114
5,0.409091470788699,0.820030537031125
5,0.0031863754731603,0.0756039282935672
5,0.611540716781747,0.581409923827741
5,0.838257240445819,0.878410596293397
5,0.572929551939014,0.460039346502162
5,0.441060095338617,0.775692279022187
5,0.963535141386092,0.699774660961702
5,0.0267719206935726,0.37445174385095
5,0.186619043699466,0.553831629457418
5,0.545779670230113,0.81202443293063
5,0.0540450406074524,0.155409807721153
5,0.67482294152258,0.125285300444812
5,0.389059201059863,0.244921610003803
5,0.666776691509876,0.748363735289313
5,0.58714947192464,0.28318163625896
5,0.82510404526256,0.884874336880166
5,0.212475872517098,0.998996625870932
5,0.9201234106021,0.00230335796950385
5,0.640670824579429,0.513642590639647
5,0.361021920745261,0.29679497272009
5,0.71556693484541,0.867487279840279
5,0.722369148677681,0.614179807114415
5,0.438869887911715,0.67711020096438
5,0.553238523961045,0.488335612670053
5,0.793060683417134,0.0511341780098155
5,0.905980597943999,0.653447480166797
5,0.892787575367838,0.0497965424531139
5,0.263332851747982,0.0650748373172246
5,0.379315361194313,0.853361532546114
5,0.231487315762788,0.302492944486439
5,0.149109878269956,0.796220339350402
5,0.740179824330844,0.917804692012724
5,0.638790236767381,0.662585740424693
5,0.0115648559178226,0.208011423938442
5,0.104391893364955,0.439539274501149
5,0.536156165606808,0.279904052710626
5,0.875595457591116,0.400746636977419
5,0.996242143411655,0.347093889347743
5,0.863023584561888,0.266583902188577
5,0.196070140737575,0.0156534988549538
5,0.887280313377269,0.149770708081778
5,0.507898295540363,0.357698257947341
5,0.850718814693391,0.333357853554189
6,0.00742952745174989,0.2300720110978
6,0.962444028763566,0.452980335080065
6,0.146501528667286,0.123968311143108
6,0.257435478039552,0.942042056901846
6,0.826824556728825,0.782478590218816
6,0.875752060643863,0.894678132939152
6,0.36814090654254,0.579845139386598
6,0.488418254104909,0.528881031952333
6,0.0773488599993288,0.647474589385092
6,0.398275016536936,0.0971760332211852
6,0.885745221255347,0.835880600614473
6,0.655143041799311,0.866083166101016
6,0.639336519769859,0.322802777851466
6,0.84279033353785,0.14874160941923
6,0.815023391272407,0.977521637242753
6,0.222196398270316,0.0164840008621104
6,0.377665372323245,0.201165723474696
6,0.263422322620172,0.449588675727136
6,0.0642254642839544,0.294064872181043
6,0.233451319702435,0.215083301195409
6,0.0454173028725199,0.759803183970507
6,0.950002299945336,0.0331348043074831
6,0.41356076967204,0.589681349489838
6,0.516128462997731,0.478943482488394
6,0.211015406816732,0.59004939669976
6,0.549663480147719,0.515629121914972
6,0.328562555122189,0.0671279880520888
6,0.764338443647139,0.702785397591069
6,0.15407933508046,0.667789903043304
6,0.625627879151143,0.680151669906918
6,0.0153927457076497,0.9093399367854
6,0.0268995687947609,0.109452471532859
6,0.605538919221144,0.371055446607061
6,0.689648842327297,0.623706532523502
6,0.867269275537692,0.367821301317308
6,0.530243097639177,0.677145414641127
6,0.436814043265767,0.657359880493023
6,0.134703968320973,0.636893597445451
6,0.738308290308341,0.609924866538495
6,0.191501480839215,0.18079958795337
6,0.647211280614138,0.562456926037557
6,0.563390307642985,0.114282987555489
6,0.0395018899161369,0.251596076197457
6,0.661818153667264,0.806442407260183
6,0.903400624957867,0.723148931085598
6,0.423195992005058,0.351246641601901
6,0.710314855945762,0.694322295745369
6,0.707960102241486,0.951198374035302
6,0.830578964974266,0.13431059473427
6,0.186310813366435,0.287612144697923
6,0.315133820388,0.331614020348061
6,0.270980560856406,0.192538846712559
6,0.173370123428758,0.318416005144827
6,0.40615516183665,0.401476684366353
6,0.803511713410262,0.489955273000523
6,0.580426159049384,0.855778749277815
6,0.574124266372528,0.98931404680945
6,0.111148886238225,0.249265731100459
6,0.109853137028404,0.340491966954432
6,0.442721145758405,0.931402337201871
6,0.0510423081670888,0.308172655820381
6,0.556625772807747,0.412584410130512
6,0.741696372267324,0.840089835070539
6,0.20044653495308,0.54271641529398
6,0.296301296046004,0.46728467498906
6,0.997391981717665,0.760067316610366
6,0.697844890202396,0.39922644097358
6,0.728717970559373,0.0568244281201623
6,0.525863608722575,0.748286237260327
6,0.932823490193114,0.826073917406611
6,0.895465507237241,0.00510915023973212
6,0.0863976353988983,0.508715764137451
6,0.789961272696964,0.276362601823639
6,0.924216346929315,0.420052524493076
6,0.754201630789321,0.027593088792637
6,0.247319958328735,0.918500300662126
6,0.943601612106431,0.991795610587578
6,0.346516854497604,0.711966197511647
6,0.333802674699109,0.960822849860415
6,0.918558635690715,0.792912738281302
6,0.0930951597448438,0.734547156579793
6,0.979360425625928,0.432155383576173
6,0.611063892615493,0.17422665765509
6,0.466813095505349,0.163018619562499
6,0.67333048642613,0.921255642648321
6,0.120934005803429,0.08974296516506
6,0.477489185999148,0.814085426873062
6,0.380227827641647,0.158040278721601
6,0.852759553878568,0.612088199057616
6,0.779074811255559,0.557821363697294
6,0.590572551351506,0.260979487858713
6,0.491559558173176,0.533021889894735
6,0.453901203349233,0.495672024877276
6,0.303077173247002,0.386748896723147
6,0.282196908153128,0.228570549106225
6,0.502710017750505,0.877211925068405
6,0.161671891750302,0.0418431636877358
6,0.797670836891048,0.0776810739515349
6,0.354581648013555,0.887800883820746
6,0.987516683214344,0.779204188841395
7,0.32716696546413,0.797456174478866
7,0.930563484358136,0.316094463332556
7,0.126264761209022,0.0577546511823311
7,0.900204320789781,0.466464769695885
7,0.261603480023332,0.760490534659475
7,0.153106229063123,0.291711150105111
7,0.942510135602206,0.853824940288905
7,0.102544915587641,0.246363376388326
7,0.388214905322529,0.485962209191639
7,0.783024024495389,0.626245619149413
7,0.80281444799155,0.552570330309682
7,0.0098743497999385,0.519180175815709
7,0.955558628013823,0.527010097098537
7,0.979536048287991,0.733180999630131
7,0.732054968082812,0.149580201255158
7,0.601888585840352,0.609836517935619
7,0.742168824339751,0.442215641618241
7,0.689528614634182,0.474070308227092
7,0.026881176175084,0.746687744476367
7,0.615656169834547,0.00093669188208878
7,0.965665315422229,0.0897693363879807
7,0.884338806241285,0.336557747784536
7,0.392970507242717,0.808825192528311
7,0.361562097815331,0.268981125236023
7,0.293887697132304,0.57314127324149
7,0.416650098212995,0.844876174430829
7,0.854179416717961,0.972662846471649
7,0.473304785056971,0.432648220832925
7,0.25642673759954,0.168730399792548
7,0.0145805918774568,0.0287541922763921
7,0.598601622702554,0.185191314858384
7,0.533758145910688,0.251168015536387
7,0.4866458426998,0.866684273309074
7,0.308113692936022,0.30152157162549
7,0.644179472778924,0.564124259937089
7,0.336934753856622,0.78241081423359
7,0.91353117850842,0.0673885739245452
7,0.164273716513999,0.906211753562093
7,0.0400535160535946,0.7065115660429
7,0.205887094568461,0.814757346871775
7,0.50636515854625,0.539301739712246
7,0.458403385523707,0.0153232995932922
7,0.220341033919249,0.387826096273493
7,0.193114584907889,0.597251272243448
7,0.114013691104483,0.932911702871788
7,0.796940372046083,0.645493981784675
7,0.373100550416857,0.452498469171114
7,0.182179670163896,0.228550128007773
7,0.83393875306705,0.633918731266167
7,0.551056711152196,0.756910167443566
7,0.664347743149847,0.722728846846148
7,0.924521674686111,0.490762270612177
7,0.0392909875069745,0.619695027996786
7,0.560945599291008,0.282678984017111
7,0.894178917438258,0.58231824625982
7,0.5889942439273,0.12897684399737
7,0.054546622231137,0.366411028916482
7,0.637194878272712,0.879500405255239
7,0.0696103758737445,0.0774542380985804
7,0.872604153340217,0.402602521348745
7,0.759962146517355,0.96734783424763
7,0.218768865554594,0.998290067312773
7,0.176449786992744,0.833464109348133
7,0.5701048803702,0.279589965327177
7,0.147512748851441,0.398563558491878
7,0.249867321979254,0.358785425396636
7,0.132609917158261,0.946382162657101
7,0.428484546227846,0.342511214406695
7,0.345804677570704,0.662867524407338
7,0.99629721066216,0.503627637531608
7,0.76132905601291,0.694764449156355
7,0.866397401599679,0.204364252551459
7,0.44402870693244,0.919776608450338
7,0.0953680883790366,0.139136417503469
7,0.35666645683581,0.171184584661387
7,0.674535315933172,0.544910348632839
7,0.548045143056661,0.110472925526556
7,0.703068372034468,0.825798408333212
7,0.528051246288233,0.1974138378934
7,0.438848350127228,0.779007360581309
7,0.824131785549689,0.103856175963301
7,0.31842298772186,0.372391119736712
7,0.0847759800613858,0.0483957190136425
7,0.723312323205173,0.413360461785924
7,0.694980817548931,0.320517150352243
7,0.652370577054098,0.427871531185228
7,0.283364948409144,0.882730996510945
7,0.237230796248186,0.0311876989505254
7,0.816048772477079,0.71908518799115
7,0.408900237572379,0.0901291471836157
7,0.513340063437354,0.67367906965781
7,0.710992787880823,0.95666683688527
7,0.841635752187576,0.654589140759781
7,0.0713253508438356,0.686577269546688
7,0.622188122733496,0.213754377048463
7,0.981708316507284,0.924999322309159
7,0.4967811179813,0.232007047748193
7,0.461104730132502,0.987033315869048
7,0.770734300825279,0.150684085686225
7,0.276704472536221,0.890766714205965
8,0.445260311039165,0.912739864976611
8,0.549202813496813,0.397278439777438
8,0.471001353089232,0.808562571485527
8,0.367140090591274,0.869107154514641
8,0.960381936237682,0.301459276643582
8,0.0975405737035908,0.904526331680827
8,0.38592989620287,0.762255862790626
8,0.217048325454816,0.218233737400733
8,0.728313722540624,0.876410847296938
8,0.865407998950686,0.540139864005614
8,0.768974073939025,0.992025574215222
8,0.936115564161446,0.325475703706034
8,0.999245179223362,0.789051386672072
8,0.371170578633901,0.672578860302456
8,0.464382030006964,0.364953010403551
8,0.703433454968035,0.722512727875728
8,0.254466862995178,0.963814254985191
8,0.911371584536973,0.195978520191275
8,0.839031763824169,0.74468171817949
8,0.842185008581728,0.41158123070607
8,0.532819978792686,0.957372865572106
8,0.202206962162163,0.0170650463900529
8,0.19160855990136,0.836027721830178
8,0.853764971506316,0.586068831509911
8,0.331181322177872,0.330165613822173
8,0.748717277916148,0.286282506128773
8,0.600837602168322,0.859390670913272
8,0.268207241031341,0.525309899128042
8,0.558160895663314,0.0296238232380711
8,0.890986478065606,0.684326244283002
8,0.303645635764115,0.374980805758387
8,0.644458590541035,0.466541511188261
8,0.615717838772107,0.175274940095842
8,0.39616582101211,0.0851512597454712
8,0.875844155766536,0.447718911925331
8,0.161933034325484,0.610684480846394
8,0.823207116911653,0.494627804348711
8,0.589002867566887,0.223759836310055
8,0.314153280546889,0.314296072630677
8,0.0655921274237335,0.0670413132407703
8,0.698310620223638,0.421417770988774
8,0.625951395567972,0.132706025578082
8,0.0278860159451142,0.668532914926764
8,0.527757034823298,0.925570614782628
8,0.414935881425627,0.791418786202557
8,0.668942279131152,0.888411063780077
8,0.0113046444486827,0.342436736191157
8,0.957104461910203,0.386899899302516
8,0.241699891372118,0.711076591413003
8,0.900021541030146,0.115056471477728
8,0.437865503334906,0.565065177211072
8,0.27520600768039,0.89560032379115
8,0.5973451637174,0.151432144606952
8,0.122619149589445,0.708802596498281
8,0.283364284224808,0.658200267038774
8,0.481916597967502,0.752323805056512
8,0.63744100689888,0.511848267365713
8,0.133267729678191,0.0552705884841271
8,0.150062680887058,0.273578122607432
8,0.00717665631324053,0.846480527592357
8,0.571602815992664,0.50020777861122
8,0.986816414762288,0.556222543094773
8,0.79743665138958,0.00454234388889745
8,0.689625146237668,0.647640604290646
8,0.225197366105858,0.0918944983649999
8,0.515235950588249,0.257236313109752
8,0.0458904685731977,0.0360884522181004
8,0.973542115408927,0.733725634100847
